type,steps,infected,healthy,asymptomatic,mild,critical,deceased,vaccinated,forced_quarantine,violation,isolation,robustness,stay_home,voluntarily_stay_home_infected,self_directed_emotion,other_directed_emotion,desire_satisfaction,total_number_infections,reward
hint_prob,70,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.15,0.4898270600203459,-0.318,0.0,0.3325,1.1225,-0.636
hint_prob,71,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.75,0.48575788402848424,-0.373,0.0,0.305,1.1225,-0.746
hint_prob,72,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.05,0.47863682604272634,-0.372,0.0,0.3055,1.1225,-0.744
hint_prob,73,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.15,0.4898270600203459,-0.318,0.0,0.3325,1.1225,-0.636
hint_prob,74,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.95,0.49796541200406924,-0.316,0.0,0.3335,1.1225,-0.632
hint_prob,75,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.2,0.48016276703967453,-0.334,0.0,0.3245,1.1225,-0.668
hint_prob,76,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.95,0.477619532044761,-0.334,0.0,0.3245,1.1225,-0.668
hint_prob,77,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.5,0.47304170905391657,-0.331,0.0,0.326,1.1225,-0.662
hint_prob,78,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.85,0.48677517802644965,-0.333,0.0,0.325,1.1225,-0.666
hint_prob,79,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.8,0.4862665310274669,-0.341,0.0,0.321,1.1225,-0.682
hint_prob,80,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.9,0.4872838250254323,-0.322,0.0,0.3305,1.1225,-0.644
hint_prob,81,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.9,0.4872838250254323,-0.345,0.0,0.319,1.1225,-0.69
hint_prob,82,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.15,0.47965412004069174,-0.328,0.0,0.3275,1.1225,-0.656
hint_prob,83,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,45.55,0.4633774160732452,-0.356,0.0,0.3135,1.1225,-0.712
hint_prob,84,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.85,0.4766022380467956,-0.322,0.0,0.3305,1.1225,-0.644
hint_prob,85,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.7,0.48524923702950157,-0.305,0.0,0.339,1.1225,-0.61
hint_prob,86,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.35,0.4816887080366226,-0.319,0.0,0.332,1.1225,-0.638
hint_prob,87,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.95,0.477619532044761,-0.299,0.0,0.342,1.1225,-0.598
hint_prob,88,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.8,0.4760935910478128,-0.33,0.0,0.3265,1.1225,-0.66
hint_prob,89,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.7,0.4954221770091557,-0.386,0.0,0.2985,1.1225,-0.772
hint_prob,90,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,45.25,0.46032553407934895,-0.33,0.0,0.3265,1.1225,-0.66
hint_prob,91,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.4,0.47202441505595116,-0.34,0.0,0.3215,1.1225,-0.68
hint_prob,92,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,45.95,0.46744659206510686,-0.31,0.0,0.3365,1.1225,-0.62
hint_prob,93,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.35,0.49186164801627674,-0.335,0.0,0.324,1.1225,-0.67
hint_prob,94,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.25,0.4908443540183113,-0.337,0.0,0.323,1.1225,-0.674
hint_prob,95,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.9,0.4872838250254323,-0.368,0.0,0.3075,1.1225,-0.736
hint_prob,96,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.2,0.48016276703967453,-0.353,0.0,0.315,1.1225,-0.706
hint_prob,97,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.8,0.4862665310274669,-0.311,0.0,0.336,1.1225,-0.622
hint_prob,98,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.35,0.4816887080366226,-0.321,0.0,0.331,1.1225,-0.642
hint_prob,99,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.3,0.4811800610376399,-0.327,0.0,0.328,1.1225,-0.654
hint_prob,100,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.1,0.47914547304170907,-0.328,0.0,0.3275,1.1225,-0.656
hint_prob,101,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.5,0.4933875890132248,-0.355,0.0,0.314,1.1225,-0.71
hint_prob,102,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.65,0.49491353001017296,-0.337,0.0,0.323,1.1225,-0.674
hint_prob,103,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.7,0.47507629704984744,-0.332,0.0,0.3255,1.1225,-0.664
hint_prob,104,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.6,0.48423194303153616,-0.35,0.0,0.3165,1.1225,-0.7
hint_prob,105,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.8,0.4862665310274669,-0.303,0.0,0.34,1.1225,-0.606
hint_prob,106,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.9,0.4872838250254323,-0.338,0.0,0.3225,1.1225,-0.676
hint_prob,107,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,45.55,0.4633774160732452,-0.341,0.0,0.321,1.1225,-0.682
hint_prob,108,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.25,0.4908443540183113,-0.328,0.0,0.3275,1.1225,-0.656
hint_prob,109,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.6,0.47405900305188203,-0.315,0.0,0.334,1.1225,-0.63
hint_prob,110,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.05,0.47863682604272634,-0.297,0.0,0.343,1.1225,-0.594
hint_prob,111,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.8,0.49643947100712105,-0.313,0.0,0.335,1.1225,-0.626
hint_prob,112,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.7,0.47507629704984744,-0.334,0.0,0.3245,1.1225,-0.668
hint_prob,113,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.65,0.48474059003051884,-0.35,0.0,0.3165,1.1225,-0.7
hint_prob,114,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.35,0.49186164801627674,-0.309,0.0,0.337,1.1225,-0.618
hint_prob,115,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.35,0.49186164801627674,-0.312,0.0,0.3355,1.1225,-0.624
hint_prob,116,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.7,0.47507629704984744,-0.334,0.0,0.3245,1.1225,-0.668
hint_prob,117,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.7,0.47507629704984744,-0.301,0.0,0.341,1.1225,-0.602
hint_prob,118,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.75,0.49593082400813837,-0.352,0.0,0.3155,1.1225,-0.704
hint_prob,119,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.7,0.48524923702950157,-0.381,0.0,0.301,1.1225,-0.762
hint_prob,120,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.25,0.4806714140386572,-0.351,0.0,0.316,1.1225,-0.702
hint_prob,121,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.65,0.49491353001017296,-0.312,0.0,0.3355,1.1225,-0.624
hint_prob,122,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.8,0.4862665310274669,-0.319,0.0,0.332,1.1225,-0.638
hint_prob,123,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.5,0.4832146490335707,-0.352,0.0,0.3155,1.1225,-0.704
hint_prob,124,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.45,0.4725330620549339,-0.338,0.0,0.3225,1.1225,-0.676
hint_prob,125,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.35,0.49186164801627674,-0.32,0.0,0.3315,1.1225,-0.64
hint_prob,126,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.75,0.48575788402848424,-0.314,0.0,0.3345,1.1225,-0.628
hint_prob,127,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.7,0.4954221770091557,-0.325,0.0,0.329,1.1225,-0.65
hint_prob,128,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.75,0.49593082400813837,-0.314,0.0,0.3345,1.1225,-0.628
hint_prob,129,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.8,0.4862665310274669,-0.349,0.0,0.317,1.1225,-0.698
hint_prob,130,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.0,0.47812817904374366,-0.337,0.0,0.323,1.1225,-0.674
hint_prob,131,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.35,0.49186164801627674,-0.347,0.0,0.318,1.1225,-0.694
hint_prob,132,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.45,0.482706002034588,-0.357,0.0,0.313,1.1225,-0.714
hint_prob,133,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.2,0.4903357070193286,-0.342,0.0,0.3205,1.1225,-0.684
hint_prob,134,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.0,0.47812817904374366,-0.374,0.0,0.3045,1.1225,-0.748
hint_prob,135,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.25,0.4806714140386572,-0.315,0.0,0.334,1.1225,-0.63
hint_prob,136,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.15,0.4694811800610376,-0.379,0.0,0.302,1.1225,-0.758
hint_prob,137,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.85,0.48677517802644965,-0.299,0.0,0.342,1.1225,-0.598
hint_prob,138,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,45.8,0.46592065106815866,-0.391,0.0,0.296,1.1225,-0.782
hint_prob,139,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.65,0.48474059003051884,-0.353,0.0,0.315,1.1225,-0.706
hint_prob,140,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.15,0.47965412004069174,-0.328,0.0,0.3275,1.1225,-0.656
hint_prob,141,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.45,0.4725330620549339,-0.333,0.0,0.325,1.1225,-0.666
hint_prob,142,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.15,0.47965412004069174,-0.296,0.0,0.3435,1.1225,-0.592
hint_prob,143,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.6,0.47405900305188203,-0.327,0.0,0.328,1.1225,-0.654
hint_prob,144,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.65,0.4745676500508647,-0.274,0.0,0.3545,1.1225,-0.548
hint_prob,145,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.4,0.4923702950152594,-0.326,0.0,0.3285,1.1225,-0.652
hint_prob,146,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.6,0.48423194303153616,-0.321,0.0,0.331,1.1225,-0.642
hint_prob,147,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.55,0.4837232960325534,-0.365,0.0,0.309,1.1225,-0.73
hint_prob,148,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.0,0.4883011190233978,-0.344,0.0,0.3195,1.1225,-0.688
hint_prob,149,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.95,0.4877924720244151,-0.351,0.0,0.316,1.1225,-0.702
